id,TYPE,samenwerkingtype,naam,website,e-mailadres,telefoonnummer_TEMP,telefoonnummer,cbs,deelnemers,STATUS,sector,@self.organisation
19aa7eda-1fcb-4af7-8fc3-b31d44597b63,Gemeente,,Alphen aan den Rijn,www.alphenaandenrijn.nl,hvdijken@alphenaandenrijn.nl,14 0172,14 0172,484.0,,Actief,Gemeenten,19aa7eda-1fcb-4af7-8fc3-b31d44597b63
c4777164-8768-494f-8b74-ce090653063d,Gemeente,,Alphen-Chaam,www.alphen-chaam.nl,maartenvandrongelen@ABG.nl,088-3821000,+31 88 3821000,1723.0,,Actief,Gemeenten,c4777164-8768-494f-8b74-ce090653063d
5cdb1948-e731-4906-904e-f5e427ee28dc,Gemeente,,Altena,,j.dejong@gemeentealtena.nl,,,1959.0,,Actief,Gemeenten,5cdb1948-e731-4906-904e-f5e427ee28dc
3ddb44e4-b009-4989-adb2-82b2b079f4e2,Gemeente,,Ameland,www.ameland.nl,jbeijaard@ameland.nl,(0519) 555 555,+31 519 555555,60.0,,Actief,Gemeenten,3ddb44e4-b009-4989-adb2-82b2b079f4e2
cb634d57-2b5f-4a03-9be4-d04c483853a7,Gemeente,,Amersfoort,www.amersfoort.nl,f.vandermeulen@amersfoort.nl,,,307.0,,Actief,Gemeenten,cb634d57-2b5f-4a03-9be4-d04c483853a7
7dd39288-b23c-4a6e-9c8c-1b3dfc7b2392,Gemeente,,Amstelveen,www.amstelveen.nl,a.safraoui@amstelveen.nl,0614981830,,362.0,,Actief,Gemeenten,7dd39288-b23c-4a6e-9c8c-1b3dfc7b2392
9524d26f-c554-4179-9b1f-9f0fb4edcddb,Gemeente,,Amsterdam,https://www.amsterdam.nl,v.kalee@amsterdam.nl,0651493596,,363.0,,Actief,Gemeenten,9524d26f-c554-4179-9b1f-9f0fb4edcddb
d620f6fd-1d42-4bf7-a46a-d26c1c8cdfc9,Gemeente,,Apeldoorn,www.apeldoorn.nl,r.dijkstra@apeldoorn.nl,0555801479,+31 5558 01479,200.0,,Actief,Gemeenten,d620f6fd-1d42-4bf7-a46a-d26c1c8cdfc9
9aa7afc7-39a5-41f1-a104-91429c495592,Gemeente,,Arnhem,www.arnhem.nl,wim.gijsbertsen@arnhem.nl,+31(0)621903414,,202.0,,Actief,Gemeenten,9aa7afc7-39a5-41f1-a104-91429c495592
cd1ccd26-bb1a-4958-99f9-573b559b7ac9,Gemeente,,Assen,https://www.assen.nl,e.vens@assen.nl,0592 366648,+31 592 366648,106.0,,Actief,Gemeenten,cd1ccd26-bb1a-4958-99f9-573b559b7ac9
0da54fc5-f705-4840-bdd1-b1a61e5357b9,Gemeente,,Asten,www.asten.nl,i.mekers@asten.nl,0493671212,+31 4936 71212,743.0,,Actief,Gemeenten,0da54fc5-f705-4840-bdd1-b1a61e5357b9
e236cbe8-688b-4a22-b094-999da2b0dbcf,Gemeente,,Baarle-Nassau,www.baarle-nassau.nl,maartenvandrongelen@abg.nl,0883821000,+31 88 3821000,744.0,,Actief,Gemeenten,e236cbe8-688b-4a22-b094-999da2b0dbcf
bb45238c-398a-47e6-85fd-09b684ea7434,Gemeente,,Baarn,www.baarn.nl,eric.hartog@baarn.nl,035-5481774,+31 35 5481774,308.0,,Actief,Gemeenten,bb45238c-398a-47e6-85fd-09b684ea7434
7388a732-25d9-480c-9827-a3e2586c2656,Gemeente,,Barendrecht,,p.v.d.heuvel@bar-organisatie.nl,,,489.0,,Actief,Gemeenten,7388a732-25d9-480c-9827-a3e2586c2656
349e6027-b7c4-42ac-88e6-a5f17fc833f6,Gemeente,,Barneveld,www.barneveld.nl,h.kuijlaars@barneveld.nl,0342495842,+31 3424 95842,203.0,,Actief,Gemeenten,349e6027-b7c4-42ac-88e6-a5f17fc833f6
30e292cc-61cf-411b-9d29-5f670ee6adb7,Gemeente,,Beek,https://www.gemeentebeek.nl/,raimond.thissen@gemeentebeek.nl,046-4389313,+31 46 4389313,888.0,,Actief,Gemeenten,30e292cc-61cf-411b-9d29-5f670ee6adb7
364991e9-f0d6-4aaf-85ec-9cf96e7943b2,Gemeente,,Beekdaelen,http://www.beekdaelen.nl,k.borger@beekdaelen.nl,0636496537,,1954.0,,Actief,Gemeenten,364991e9-f0d6-4aaf-85ec-9cf96e7943b2
6d9c64bb-1938-44da-ac15-15ca0cb80cbc,Gemeente,,Beesel,www.beesel.nl,info@beesel.nl,077 47 49 292,+31 77 4749292,889.0,,Actief,Gemeenten,6d9c64bb-1938-44da-ac15-15ca0cb80cbc
16b45e38-297f-47ab-bc12-541d21499bdb,Gemeente,,Berg en Dal,http://www.bergendal.nl/,a.davids@bergendal.nl,06-81033799,,1945.0,,Actief,Gemeenten,16b45e38-297f-47ab-bc12-541d21499bdb
8a608d38-6e03-4853-8a73-9e81f3c8d126,Gemeente,,Bergeijk,www.bergeijk.nl,a.vandestolpe@bergeijk.nl,088 – 497 0384 ,088 – 497 0384 ,1724.0,,Actief,Gemeenten,8a608d38-6e03-4853-8a73-9e81f3c8d126
d70e7220-833b-4bd6-ba32-b8dec10a9b89,Gemeente,,Bergen (L),https://www.bergen.nl,j.robijns@bergen.nl,0485-348416,+31 485 348416,893.0,,Actief,Gemeenten,d70e7220-833b-4bd6-ba32-b8dec10a9b89
56b375f7-062b-460d-9b27-45f0bab0b089,Gemeente,,Bergen NH,www.bergen-nh.nl,helpdesk@bergen-nh.nl,072-8880212,+31 72 8880212,373.0,,Actief,Gemeenten,56b375f7-062b-460d-9b27-45f0bab0b089
33673cd7-cba4-4ef3-9677-c64eb21d0c13,Gemeente,,Bergen op Zoom,www.bergenopzoom.nl,a.m.f.p.zuidhof@bergenopzoom.nl,0164277471,+31 1642 77471,748.0,,Actief,Gemeenten,33673cd7-cba4-4ef3-9677-c64eb21d0c13
24e2f780-e346-434e-b687-6502f63971d5,Gemeente,,Berkelland,www.gemeenteberkelland.nl,p.beijers@gemeenteberkelland.nl,0545-250250,+31 545 250250,1859.0,,Actief,Gemeenten,24e2f780-e346-434e-b687-6502f63971d5
2dc07139-15f7-4efa-82be-701ff40773fd,Gemeente,,Bernheze,www.bernheze.org,t.bongers@bernheze.org,06 51530643,,1721.0,,Actief,Gemeenten,2dc07139-15f7-4efa-82be-701ff40773fd
719fb103-bf04-4f83-ae99-f72cc1b514c2,Gemeente,,Best,http://www.gemeentebest.nl/,f.swiers@gembest.nl,0499360420,+31 4993 60420,753.0,,Actief,Gemeenten,719fb103-bf04-4f83-ae99-f72cc1b514c2
79a0ea30-b70c-47e3-8f03-8e15a8599243,Gemeente,,Beuningen,www.beuningen.nl,p.anderson@beuningen.nl,14024,14 024,209.0,,Actief,Gemeenten,79a0ea30-b70c-47e3-8f03-8e15a8599243
f63a28ee-64e0-48bc-951f-e25617bed1f6,Gemeente,,Beverwijk,www.beverwijk.nl,p.bakker@beverwijk.nl,0251 256256,+31 251 256256,375.0,,Actief,Gemeenten,f63a28ee-64e0-48bc-951f-e25617bed1f6
fed3aecb-33e0-4187-afbc-f402b1029620,Gemeente,,Bladel,www.bladel.nl,v.stegeman@bladel.nl,,,1728.0,,Actief,Gemeenten,fed3aecb-33e0-4187-afbc-f402b1029620
96b6210e-4236-47c5-be2c-46f825b0276f,Gemeente,,Blaricum,,ruud.vanderweijden@belcombinatie.nl,,,376.0,,Actief,Gemeenten,96b6210e-4236-47c5-be2c-46f825b0276f
f85a6bf9-4478-481b-a1b6-d7a5ea1fa647,Gemeente,,Bloemendaal,www.bloemendaal.nl,b.has@bloemendaal.nl,,,377.0,,Actief,Gemeenten,f85a6bf9-4478-481b-a1b6-d7a5ea1fa647
311c99f5-18d7-478b-b615-faf55530142a,Gemeente,,Bodegraven-Reeuwijk,www.bodegraven-reeuwijk.nl,rwagter@bodegraven-reeuwijk.nl,,,1901.0,,Actief,Gemeenten,311c99f5-18d7-478b-b615-faf55530142a
7d0697a4-c69c-4e05-ba08-5a2516c21363,Gemeente,,Boekel,www.boekel.nl,sander.franken@boekel.nl,0492-326800,+31 492 326800,755.0,,Actief,Gemeenten,7d0697a4-c69c-4e05-ba08-5a2516c21363
dee5ddab-5c04-40f4-909d-8272a4a2cc3d,Gemeente,,Borger-Odoorn,www.borger-odoorn.nl,w.kanon@borger-odoorn.nl,0591535257,+31 5915 35257,1681.0,,Actief,Gemeenten,dee5ddab-5c04-40f4-909d-8272a4a2cc3d
117bd10c-546a-44e6-8071-7582a5f303a7,Gemeente,,Borne,www.borne.nl,hj.terbalkt@borne.nl,074-2658683,+31 74 2658683,147.0,,Actief,Gemeenten,117bd10c-546a-44e6-8071-7582a5f303a7
1e66cc98-1d66-4955-97a1-343571383c76,Gemeente,,Borsele,www.borsele.nl,,,,654.0,,Actief,Gemeenten,1e66cc98-1d66-4955-97a1-343571383c76
f643a8ce-525d-463e-992a-a0d7d612d9d9,Gemeente,,Boxtel,www.boxtel.nl,t.v.zandvoort@mijngemeentedichtbij.nl,0411-655340,+31 411 655340,757.0,,Actief,Gemeenten,f643a8ce-525d-463e-992a-a0d7d612d9d9
b71a4bb9-89ab-41e2-9d25-8f8c6754afc9,Gemeente,,Breda,https://www.breda.nl/,k.stuijvenberg@breda.nl,076-5293631,+31 76 5293631,758.0,,Actief,Gemeenten,b71a4bb9-89ab-41e2-9d25-8f8c6754afc9
41301287-5c86-467d-8afb-7947df0e0b5d,Gemeente,,Bronckhorst,https://www.bronckhorst.nl/,r.seele@bronckhorst.nl,0681364634,,1876.0,,Actief,Gemeenten,41301287-5c86-467d-8afb-7947df0e0b5d
83034cc8-5c69-42a8-b734-e1428c9dc510,Gemeente,,Brummen,www.brummen.nl,m.oosterveen@brummen.nl,0575-568233,+31 575 568233,213.0,,Actief,Gemeenten,83034cc8-5c69-42a8-b734-e1428c9dc510
d3bd1fce-d247-4a9c-93a0-a52c9a89e282,Gemeente,,Brunssum,www.brunssum.nl,ben.orbons@brunssum.nl,045-5278478 / 06-10961879,045-5278478 / 06-10961879,899.0,,Actief,Gemeenten,d3bd1fce-d247-4a9c-93a0-a52c9a89e282
afef434c-6ba1-4f92-9cd9-4a59374a7669,Gemeente,,Bunnik,www.bunnik.nl,m.v.klaveren@bunnik.nl,030-6594839,+31 30 6594839,312.0,,Actief,Gemeenten,afef434c-6ba1-4f92-9cd9-4a59374a7669
d3bff000-b308-463e-a6cb-bedbec0687c0,Gemeente,,Bunschoten,www.bunschoten.nl,h.degraaf@bunschoten.nl,0332991453,+31 3329 91453,313.0,,Actief,Gemeenten,d3bff000-b308-463e-a6cb-bedbec0687c0
d7bc0706-2dc7-41b6-9f28-95fe62d20e93,Gemeente,,Buren,www.buren.nl,hpeters@buren.nl,140344,14 0344,214.0,,Actief,Gemeenten,d7bc0706-2dc7-41b6-9f28-95fe62d20e93
67fb30e3-af7c-45dc-8791-9ba3b03aa704,Gemeente,,Capelle aan den IJssel,,h.kleinheerenbrink@ijsselgemeenten.nl,,,502.0,,Actief,Gemeenten,67fb30e3-af7c-45dc-8791-9ba3b03aa704
b348f59f-9ae3-4e1d-9191-1a98cd15c6cf,Gemeente,,Castricum,www.castricum.nl,RicharddeWaal@castricum.nl,06-19429654,,383.0,,Actief,Gemeenten,b348f59f-9ae3-4e1d-9191-1a98cd15c6cf
195b04a5-bf8e-4407-9995-dbef720921db,Gemeente,,Coevorden,https://www.coevorden.nl,h.dogger@coevorden.nl,0524-598345,+31 524 598345,109.0,,Actief,Gemeenten,195b04a5-bf8e-4407-9995-dbef720921db
e28206df-6a65-4d90-8c72-5c7e2ccbf0ed,Gemeente,,Cranendonck,www.cranendonck.nl,Mascha.Winters@a2samenwerking.nl ,040-2083768,+31 40 2083768,1706.0,,Actief,Gemeenten,e28206df-6a65-4d90-8c72-5c7e2ccbf0ed
8687f2d2-dedb-4a65-b90f-c6f3963e7487,Gemeente,,Culemborg,http://www.culemborg.nl/,k.van.veluw@bvowb.nl,,,216.0,,Actief,Gemeenten,8687f2d2-dedb-4a65-b90f-c6f3963e7487
e4c6918c-6930-4fec-b814-be0164f26816,Gemeente,,Dalfsen,www.dalfsen.nl,m.stam@dalfsen.nl,0529-488207,+31 529 488207,148.0,,Actief,Gemeenten,e4c6918c-6930-4fec-b814-be0164f26816
81e0fc01-74f8-4439-b2e5-ee7c957e32ae,Gemeente,,Dantumadiel,www.dantumadiel.frl,l.kempe@dantumadiel.frl,0642460206,,1891.0,,Actief,Gemeenten,81e0fc01-74f8-4439-b2e5-ee7c957e32ae
8d3cd712-dfde-40d9-afcd-d4a841eec50b,Gemeente,,De Bilt,www.debilt.nl,w.dehaan@debilt.nl,06-28632287,,310.0,,Actief,Gemeenten,8d3cd712-dfde-40d9-afcd-d4a841eec50b
97a3b6fb-90f7-45cf-ae37-003febf346ef,Gemeente,,De Fryske Marren,www.defryskemarren.nl,robin.hiemstra@defryskemarren.nl,0652775192,,1940.0,,Actief,Gemeenten,97a3b6fb-90f7-45cf-ae37-003febf346ef
4eea92fd-7757-46dd-bb2a-7c83a81558bd,Gemeente,,De Ronde Venen,www.derondevenen.nl,e.brink@derondevenen.nl,06-44221609,,736.0,,Actief,Gemeenten,4eea92fd-7757-46dd-bb2a-7c83a81558bd
1cd39972-3139-4028-a3eb-ba89613ad699,Gemeente,,De Wolden,,,,,1690.0,,Actief,Gemeenten,1cd39972-3139-4028-a3eb-ba89613ad699
e033b25b-3b17-4b55-a1f8-2c40a3ece8a7,Gemeente,,Delft,www.delft.nl,ecoster@delft.nl,015 2602415,+31 15 2602415,503.0,,Actief,Gemeenten,e033b25b-3b17-4b55-a1f8-2c40a3ece8a7
9de9d53d-8f18-4ecf-a5d6-3b3ca07e312a,Gemeente,,Den Helder,www.denhelder.nl,l.plokkaar@denhelder.nl,0223-678301,+31 223 678301,400.0,,Actief,Gemeenten,9de9d53d-8f18-4ecf-a5d6-3b3ca07e312a
269a3750-61f1-41f0-b03b-e53ab7eb6315,Gemeente,,Deurne,www.deurne.nl,j.weijs@deurne.nl,0493 387 455,+31 493 387455,762.0,,Actief,Gemeenten,269a3750-61f1-41f0-b03b-e53ab7eb6315
49f17690-c60f-4d1e-844c-4e84d473e39a,Gemeente,,Deventer,,harry.oldehanhof@dowr.nl,0653324648,,150.0,,Actief,Gemeenten,49f17690-c60f-4d1e-844c-4e84d473e39a
35537ae8-70b1-4ea8-ae6a-dd9a31e1b3b8,Gemeente,,Diemen,www.diemen.nl,H.Koudijs@diemen.nl,020 - 314 4801,+31 20 3144801,384.0,,Actief,Gemeenten,35537ae8-70b1-4ea8-ae6a-dd9a31e1b3b8
41d71569-c52d-4b3b-bd4c-2dd3bdfcc5c3,Gemeente,,Dijk en Waard,https://www.dijkenwaard.nl,r.horselenberg@dijkenwaard.nl,072-5755255,+31 72 5755255,1980.0,,Actief,Gemeenten,41d71569-c52d-4b3b-bd4c-2dd3bdfcc5c3
2d073496-5139-4c3a-9c56-c7e4ced8e2ba,Gemeente,,Dinkelland,,A.vanRossum@noaberkracht.nl,,,1774.0,,Actief,Gemeenten,2d073496-5139-4c3a-9c56-c7e4ced8e2ba
1e5f65a2-1b5d-4124-920b-66b1399d35e4,Gemeente,,Doesburg,https://www.doesburg.nl,andre.volman@doesburg.nl,+31313481363,,221.0,,Actief,Gemeenten,1e5f65a2-1b5d-4124-920b-66b1399d35e4
594c14ea-d309-4e9d-aadc-4bdac7d2584d,Gemeente,,Doetinchem,www.doetinchem.nl,s.bergman@doetinchem.nl,,,222.0,,Actief,Gemeenten,594c14ea-d309-4e9d-aadc-4bdac7d2584d
26f29531-8849-490d-a7d7-2836e6fd4da3,Gemeente,,Dongen,www.dongen.nl,veerle.ultee@dongen.nl,0615357623,,766.0,,Actief,Gemeenten,26f29531-8849-490d-a7d7-2836e6fd4da3
27e8436c-c067-4c8f-96c9-34b055b7e795,Gemeente,,Dordrecht,,mlc.vanden.heuvel@drechtsteden.nl,06-40516070,,505.0,,Actief,Gemeenten,27e8436c-c067-4c8f-96c9-34b055b7e795
1a2842d8-711b-4fd9-a225-5149cca9e58d,Gemeente,,Drechterland,,paul.gijben@sed-wf.nl,,,498.0,,Actief,Gemeenten,1a2842d8-711b-4fd9-a225-5149cca9e58d
6257908f-f29b-4b3b-9501-b1ffb71d025a,Gemeente,,Drimmelen,www.drimmelen.nl,adejong@drimmelen.nl,0162690275,+31 1626 90275,1719.0,,Actief,Gemeenten,6257908f-f29b-4b3b-9501-b1ffb71d025a
8908e84f-8ac2-41be-8cd8-95adbacf48df,Gemeente,,Dronten,www.dronten.nl,M.Muizelaar@dronten.nl,0321388691,+31 3213 88691,303.0,,Actief,Gemeenten,8908e84f-8ac2-41be-8cd8-95adbacf48df
f7315496-8c82-49f8-9c1e-f2663261f274,Gemeente,,Druten,druten.nl,Awalraven@druten.nl,14 0487,14 0487,225.0,,Actief,Gemeenten,f7315496-8c82-49f8-9c1e-f2663261f274
0830b6df-4965-4306-97f4-5d0e15b165a0,Gemeente,,Duiven,www.riddeliemers.nl,b.legters@riddeliemers.nl,0316 279515,+31 316 279515,226.0,,Actief,Gemeenten,0830b6df-4965-4306-97f4-5d0e15b165a0
8e2be4d7-6f71-4138-9725-350ca5f5370d,Gemeente,,Echt-Susteren,www.echt-susteren.nl,m.driessen@echt-susteren.nl,0475478478,+31 4754 78478,1711.0,,Actief,Gemeenten,8e2be4d7-6f71-4138-9725-350ca5f5370d
daa59355-5ba2-47d7-89e1-637c53838f70,Gemeente,,Edam-Volendam,www.edam-volendam.nl,n.j.tol@edam-volendam.nl,0299-398398,+31 299 398398,385.0,,Actief,Gemeenten,daa59355-5ba2-47d7-89e1-637c53838f70
8e0e04d8-8574-4a5e-9505-49dfbde3ad3a,Gemeente,,Ede,http://www.ede.nl,erik.dolle@ede.nl,06 2114 2786,,228.0,,Actief,Gemeenten,8e0e04d8-8574-4a5e-9505-49dfbde3ad3a
769b4359-b891-4198-b924-86e1bb7f6cdd,Gemeente,,Eemnes,,ruud.vanderweijden@belcombinatie.nl,,,317.0,,Actief,Gemeenten,769b4359-b891-4198-b924-86e1bb7f6cdd
a052957f-2cd0-4a80-87ca-00a54ebe85fc,Gemeente,,Eemsdelta,www.eemsdelta.nl,informatiemanagement@eemsdelta.nl,0624237872,,1979.0,,Actief,Gemeenten,a052957f-2cd0-4a80-87ca-00a54ebe85fc
cc4f25f3-b3cf-4f42-8923-07b77a12bb8f,Gemeente,,Eersel,eersel.nl,k.hokke@eersel.nl,,,770.0,,Actief,Gemeenten,cc4f25f3-b3cf-4f42-8923-07b77a12bb8f
6a706348-e2e7-41fe-b9b6-24ccf4c37cc1,Gemeente,,Eijsden-Margraten,www.eijsden-margraten.nl,jimmybrouns@eijsden-margraten.nl,0434588488,+31 4345 88488,1903.0,,Actief,Gemeenten,6a706348-e2e7-41fe-b9b6-24ccf4c37cc1
0889ef9c-e5b4-4ef1-a92a-bb31f8562073,Gemeente,,Eindhoven,eindhoven.nl,l.van.abkoude@eindhoven.nl,040 - 238 2655,+31 40 2382655,772.0,,Actief,Gemeenten,0889ef9c-e5b4-4ef1-a92a-bb31f8562073
177e9e85-87e5-4a3c-bad4-b78b2f6c3887,Gemeente,,Elburg,www.elburg.nl,vlado.petkovic@elburg.nl,0525688688,+31 5256 88688,230.0,,Actief,Gemeenten,177e9e85-87e5-4a3c-bad4-b78b2f6c3887
4d385e00-86bb-423e-86dc-1ec0629b5200,Gemeente,,Emmen,www.emmen.nl,p.mijnheer@emmen.nl,0652490277,,114.0,,Actief,Gemeenten,4d385e00-86bb-423e-86dc-1ec0629b5200
eed6179b-91b2-4375-97fc-9bcf46bfdaa2,Gemeente,,Enkhuizen,,paul.gijben@sed-wf.nl,,,388.0,,Actief,Gemeenten,eed6179b-91b2-4375-97fc-9bcf46bfdaa2
dea35f50-183b-4d08-9d7b-96a8623def46,Gemeente,,Enschede,www.enschede.nl,d.ozyilmaz@enschede.nl,053-4818329,+31 53 4818329,153.0,,Actief,Gemeenten,dea35f50-183b-4d08-9d7b-96a8623def46
e604cac6-2ba6-4c23-9197-85a4df340e6c,Gemeente,,Epe,www.epe.nl,jan.willem.jorritsma@epe.nl,0578 678750,+31 578 678750,232.0,,Actief,Gemeenten,e604cac6-2ba6-4c23-9197-85a4df340e6c
cdf95eee-39af-4847-a06f-5b46768d1887,Gemeente,,Ermelo,www.ermelo.nl,p.vanasselt@ermelo.nl,0341 567132,+31 341 567132,233.0,,Actief,Gemeenten,cdf95eee-39af-4847-a06f-5b46768d1887
1fbdf5f9-d227-443f-a455-b4893d6f96db,Gemeente,,Etten-Leur,www.etten-leur.nl,Koen.Matijsen@etten-leur.nl,14076,14 076,777.0,,Actief,Gemeenten,1fbdf5f9-d227-443f-a455-b4893d6f96db
cd3ad582-40da-4de1-a230-fcfd33fef75e,Gemeente,,Geertruidenberg,www.geertruidenberg.nl,r.kievits@geertruidenberg.nl,0162-579579,+31 162 579579,779.0,,Actief,Gemeenten,cd3ad582-40da-4de1-a230-fcfd33fef75e
0709754b-8c2a-448b-97d9-8a1769e6005e,Gemeente,,Geldrop-Mierlo,,h.winnen@dienstdommelvallei.nl,,,1771.0,,Actief,Gemeenten,0709754b-8c2a-448b-97d9-8a1769e6005e
38b6a38e-991a-4940-b499-e362b38d2feb,Gemeente,,Gemert-Bakel,www.gemert-bakel.nl,wendy.borst@gemert-bakel.nl,0492378936,+31 4923 78936,1652.0,,Actief,Gemeenten,38b6a38e-991a-4940-b499-e362b38d2feb
bd186c79-d0c4-4dea-b4fc-cc95949fcfb5,Gemeente,,Gennep,www.gennep.nl,r.janssen@gennep.nl,0485-494126,+31 485 494126,907.0,,Actief,Gemeenten,bd186c79-d0c4-4dea-b4fc-cc95949fcfb5
a72de2d1-9a5a-462f-92e4-a79986d89109,Gemeente,,Gilze en Rijen,www.gilzerijen.nl,maartenvandrongelen@abg.nl,0883821000,+31 88 3821000,784.0,,Actief,Gemeenten,a72de2d1-9a5a-462f-92e4-a79986d89109
1ffc9bf5-b2ba-463c-80de-8d1430a3ac83,Gemeente,,Goeree-Overflakkee,www.goeree-overflakkee.nl,j.bolleman@goeree-overflakkee.nl,06-24868696,,1924.0,,Actief,Gemeenten,1ffc9bf5-b2ba-463c-80de-8d1430a3ac83
c345d2bc-98b4-4fa9-8aa3-21ba885375a0,Gemeente,,Goes,www.goes.nl,j.geluk@goes.nl,0113-249940,+31 113 249940,664.0,,Actief,Gemeenten,c345d2bc-98b4-4fa9-8aa3-21ba885375a0
8931f517-6573-45cd-bb1d-c182151a069f,Gemeente,,Goirle,www.goirle.nl,ronald.van.andel@goirle.nl,013-5310674,+31 13 5310674,785.0,,Actief,Gemeenten,8931f517-6573-45cd-bb1d-c182151a069f
0844b9eb-2d66-445c-a183-1095d7fa0bf7,Gemeente,,Gooise Meren,www.gooisemeren.nl,e.waage@gooisemeren.nl,035-2070323,+31 35 2070323,1942.0,,Actief,Gemeenten,0844b9eb-2d66-445c-a183-1095d7fa0bf7
0fe772ed-ba30-40cf-8f5d-922a3038a068,Gemeente,,Gorinchem,www.gorinchem.nl,h.stouthamer@gorinchem.nl,0183659245,+31 1836 59245,512.0,,Actief,Gemeenten,0fe772ed-ba30-40cf-8f5d-922a3038a068
2af271e0-a05b-460d-88c9-24c06b6eabe5,Gemeente,,Gouda,http://www.gouda.nl,sjaak.aalten@gouda.nl,0182-588132,+31 182 588132,513.0,,Actief,Gemeenten,2af271e0-a05b-460d-88c9-24c06b6eabe5
4bfb4c05-0c9d-4138-b0d2-90a09374caf4,Gemeente,,Groningen,www.groningen.nl,jan.de.baat@groningen.nl,050 - 367 7000,+31 50 3677000,14.0,,Actief,Gemeenten,4bfb4c05-0c9d-4138-b0d2-90a09374caf4
5cb338f0-2fd5-4da2-8d33-54b2065a663a,Gemeente,,Gulpen-Wittem,www.gulpen-wittem.nl,hans.pelsser@gulpen-wittem.nl,+31438800604,,1729.0,,Actief,Gemeenten,5cb338f0-2fd5-4da2-8d33-54b2065a663a
62a3ee34-6292-4c81-9da5-61790d8f5240,Gemeente,,Haaksbergen,www.haaksbergen.nl,gja.bouhuis@haaksbergen.nl,0535734564,+31 5357 34564,158.0,,Actief,Gemeenten,62a3ee34-6292-4c81-9da5-61790d8f5240
a9cf6f01-0195-4ade-b357-2a5a84048e34,Gemeente,,Haarlem,https://www.haarlem.nl,cornedekker@haarlem.nl,06-18876678,,392.0,,Actief,Gemeenten,a9cf6f01-0195-4ade-b357-2a5a84048e34
e26d5ab2-fb4d-4034-b704-c1c08bddbe58,Gemeente,,Haarlemmermeer,www.haarlemmermeer.nl,jan.ten.kate@haarlemmermeer.nl,023-5676276,+31 23 5676276,394.0,,Actief,Gemeenten,e26d5ab2-fb4d-4034-b704-c1c08bddbe58
4e4992f8-6ef0-452b-9d71-fcad5de41c65,Gemeente,,Halderberge,www.halderberge.nl,f.vanoosterhout@halderberge.nl,014 0165,014 0165,1655.0,,Actief,Gemeenten,4e4992f8-6ef0-452b-9d71-fcad5de41c65
